"name","name-matched","type","state","party","committee-id","committee","title","rank","score"
"Shelby, Richard C","Richard C. Shelby","Senator","AL","R","SSBK","Senate Committee on Banking, Housing, and Urban Affairs","Chairman",1,1260
"Shelby, Richard C","Richard C. Shelby","Senator","AL","R","SSBK04","Securities, Insurance, and Investment","Ex Officio",9,1260
"Shelby, Richard C","Richard C. Shelby","Senator","AL","R","SSBK05","National Security and International Trade and Finance","Ex Officio",4,1260
"Shelby, Richard C","Richard C. Shelby","Senator","AL","R","SSBK08","Financial Institutions and Consumer Protection","Ex Officio",9,1260
"Shelby, Richard C","Richard C. Shelby","Senator","AL","R","SSBK09","Housing, Transportation, and Community Development","Ex Officio",9,1260
"Shelby, Richard C","Richard C. Shelby","Senator","AL","R","SSBK12","Economic Policy","Ex Officio",7,1260
"Shelby, Richard C","Richard C. Shelby","Senator","AL","R","SSRA","Senate Committee on Rules and Administration","Member",6,1260
"Upton, Fred","Fred Upton","Representative","MI","R","HSIF","House Committee on Energy and Commerce","Chair",1,2036
"Upton, Fred","Fred Upton","Representative","MI","R","HSIF02","Oversight and Investigations","Ex Officio",14,2036
"Upton, Fred","Fred Upton","Representative","MI","R","HSIF03","Energy and Power","Ex Officio",18,2036
"Upton, Fred","Fred Upton","Representative","MI","R","HSIF14","Health","Ex Officio",18,2036
"Upton, Fred","Fred Upton","Representative","MI","R","HSIF16","Communications and Technology","Ex Officio",18,2036
"Upton, Fred","Fred Upton","Representative","MI","R","HSIF17","Commerce, Manufacturing, and Trade","Ex Officio",12,2036
"Upton, Fred","Fred Upton","Representative","MI","R","HSIF18","Environment and the Economy","Ex Officio",13,2036
"Long, Billy","Billy Long","Representative","MO","R","HSIF","House Committee on Energy and Commerce","Member",23,2036
"Long, Billy","Billy Long","Representative","MO","R","HSIF03","Energy and Power","Member",12,2036
"Long, Billy","Billy Long","Representative","MO","R","HSIF14","Health","Member",12,2036
"Long, Billy","Billy Long","Representative","MO","R","HSIF16","Communications and Technology","Member",13,2036
"Neal, Richard E","Richard E. Neal","Representative","MA","D","HSWM","House Committee on Ways and Means","Member",5,1070
"Neal, Richard E","Richard E. Neal","Representative","MA","D","HSWM04","Trade","Member",2,1070
"Neal, Richard E","Richard E. Neal","Representative","MA","D","HSWM05","Tax Policy","Ranking Member",1,1070
"Ellmers, Renee","Renee L. Ellmers","Representative","NC","R","HSIF","House Committee on Energy and Commerce","Member",24,367
"Ellmers, Renee","Renee L. Ellmers","Representative","NC","R","HSIF03","Energy and Power","Member",13,367
"Ellmers, Renee","Renee L. Ellmers","Representative","NC","R","HSIF14","Health","Member",13,367
"Ellmers, Renee","Renee L. Ellmers","Representative","NC","R","HSIF16","Communications and Technology","Member",14,367
"Grassley, Chuck","Chuck Grassley","Senator","IA","R","JSTX","Joint Committee on Taxation","Member",2,32752
"Grassley, Chuck","Chuck Grassley","Senator","IA","R","SCNC","United States Senate Caucus on International Narcotics Control","Chairman",1,32752
"Grassley, Chuck","Chuck Grassley","Senator","IA","R","SSAF","Senate Committee on Agriculture, Nutrition, and Forestry","Member",10,32752
"Grassley, Chuck","Chuck Grassley","Senator","IA","R","SSAF13","Commodities, Risk Management and Trade","Member",5,32752
"Grassley, Chuck","Chuck Grassley","Senator","IA","R","SSAF14","Conservation, Forestry and Natural Resources","Member",6,32752
"Grassley, Chuck","Chuck Grassley","Senator","IA","R","SSAF17","Livestock, Marketing and Agriculture Security","Member",6,32752
"Grassley, Chuck","Chuck Grassley","Senator","IA","R","SSBU","Senate Committee on the Budget","Member",2,32752
"Grassley, Chuck","Chuck Grassley","Senator","IA","R","SSFI","Senate Committee on Finance","Member",2,32752
"Grassley, Chuck","Chuck Grassley","Senator","IA","R","SSFI10","Health Care","Member",2,32752
"Grassley, Chuck","Chuck Grassley","Senator","IA","R","SSFI12","Energy, Natural Resources, and Infrastructure","Member",2,32752
"Grassley, Chuck","Chuck Grassley","Senator","IA","R","SSFI13","International Trade, Customs, and Global Competitiveness","Member",2,32752
"Grassley, Chuck","Chuck Grassley","Senator","IA","R","SSJU","Senate Committee on the Judiciary","Chairman",1,32752
"Grassley, Chuck","Chuck Grassley","Senator","IA","R","SSJU01","Antitrust, Competition Policy and Consumer Rights","Member",4,32752
"Grassley, Chuck","Chuck Grassley","Senator","IA","R","SSJU04","Immigration and the National Interest","Member",4,32752
"Grassley, Chuck","Chuck Grassley","Senator","IA","R","SSJU25","Oversight, Agency Action, Federal Rights and Federal Courts","Member",2,32752
"Schrader, Kurt","Kurt Schrader","Representative","OR","D","HSIF","House Committee on Energy and Commerce","Member",21,16369
"Schrader, Kurt","Kurt Schrader","Representative","OR","D","HSIF14","Health","Member",10,16369
"Schrader, Kurt","Kurt Schrader","Representative","OR","D","HSIF18","Environment and the Economy","Member",2,16369
"Murphy, Tim","Tim Murphy","Representative","PA","R","HSIF","House Committee on Energy and Commerce","Member",7,2036
"Murphy, Tim","Tim Murphy","Representative","PA","R","HSIF02","Oversight and Investigations","Chair",1,2036
"Murphy, Tim","Tim Murphy","Representative","PA","R","HSIF14","Health","Member",5,2036
"Murphy, Tim","Tim Murphy","Representative","PA","R","HSIF18","Environment and the Economy","Member",5,2036
"Olson, Pete","Pete Olson","Representative","TX","R","HSIF","House Committee on Energy and Commerce","Member",16,2036
"Olson, Pete","Pete Olson","Representative","TX","R","HSIF03","Energy and Power","Vice Chair",2,2036
"Olson, Pete","Pete Olson","Representative","TX","R","HSIF16","Communications and Technology","Member",8,2036
"Olson, Pete","Pete Olson","Representative","TX","R","HSIF17","Commerce, Manufacturing, and Trade","Member",6,2036
"Moulton, Seth","Seth Moulton","Representative","MA","D","HSAS","House Committee on Armed Services","Member",26,8178
"Moulton, Seth","Seth Moulton","Representative","MA","D","HSAS25","Tactical Air and Land Forces","Member",11,8178
"Moulton, Seth","Seth Moulton","Representative","MA","D","HSAS28","Seapower and Projection Forces","Member",9,8178
"Moulton, Seth","Seth Moulton","Representative","MA","D","HSBU","House Committee on the Budget","Member",14,8178
"Moulton, Seth","Seth Moulton","Representative","MA","D","HSSM","House Committee on Small Business","Member",9,8178
"Moulton, Seth","Seth Moulton","Representative","MA","D","HSSM26","Health and Technology","Ranking Member",1,8178
"Royce, Ed","Edward R. Royce","Representative","CA","R","HSBA","House Committee on Financial Services","Member",3,34
"Royce, Ed","Edward R. Royce","Representative","CA","R","HSBA04","Housing and Insurance","Member",3,34
"Royce, Ed","Edward R. Royce","Representative","CA","R","HSBA16","Capital Markets and Government Sponsored Enterprises","Member",4,34
"Royce, Ed","Edward R. Royce","Representative","CA","R","HSFA","House Committee on Foreign Affairs","Chair",1,34
"Inhofe, James M","James M. Inhofe","Senator","OK","R","SSAS","Senate Committee on Armed Services","Member",2,494
"Inhofe, James M","James M. Inhofe","Senator","OK","R","SSAS14","Airland","Member",2,494
"Inhofe, James M","James M. Inhofe","Senator","OK","R","SSAS15","Readiness and Management Support","Member",2,494
"Inhofe, James M","James M. Inhofe","Senator","OK","R","SSAS16","Strategic Forces","Member",2,494
"Inhofe, James M","James M. Inhofe","Senator","OK","R","SSEV","Senate Committee on Environment and Public Works","Chairman",1,494
"Inhofe, James M","James M. Inhofe","Senator","OK","R","SSEV08","Transportation and Infrastructure","Ex Officio",9,494
"Inhofe, James M","James M. Inhofe","Senator","OK","R","SSEV09","Superfund, Waste Management, and Regulatory Oversight","Ex Officio",6,494
"Inhofe, James M","James M. Inhofe","Senator","OK","R","SSEV10","Clean Air and Nuclear Safety","Ex Officio",8,494
"Inhofe, James M","James M. Inhofe","Senator","OK","R","SSEV15","Fisheries, Water, and Wildlife","Ex Officio",9,494
"Leahy, Patrick","Patrick J. Leahy","Senator","VT","D","JSLC","Joint Committee on the Library","Member",2,559
"Leahy, Patrick","Patrick J. Leahy","Senator","VT","D","SSAF","Senate Committee on Agriculture, Nutrition, and Forestry","Member",2,559
"Leahy, Patrick","Patrick J. Leahy","Senator","VT","D","SSAF14","Conservation, Forestry and Natural Resources","Member",3,559
"Leahy, Patrick","Patrick J. Leahy","Senator","VT","D","SSAF16","Nutrition, Specialty Crops, and Agricultural Research","Member",2,559
"Leahy, Patrick","Patrick J. Leahy","Senator","VT","D","SSAF17","Livestock, Marketing and Agriculture Security","Member",2,559
"Leahy, Patrick","Patrick J. Leahy","Senator","VT","D","SSAP","Senate Committee on Appropriations","Member",2,559
"Leahy, Patrick","Patrick J. Leahy","Senator","VT","D","SSAP01","Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","Member",5,559
"Leahy, Patrick","Patrick J. Leahy","Senator","VT","D","SSAP02","Department of Defense","Member",2,559
"Leahy, Patrick","Patrick J. Leahy","Senator","VT","D","SSAP14","Department of Homeland Security","Member",2,559
"Leahy, Patrick","Patrick J. Leahy","Senator","VT","D","SSAP16","Commerce, Justice, Science, and Related Agencies","Member",2,559
"Leahy, Patrick","Patrick J. Leahy","Senator","VT","D","SSAP17","Department of the Interior, Environment, and Related Agencies","Member",3,559
"Leahy, Patrick","Patrick J. Leahy","Senator","VT","D","SSAP20","State, Foreign Operations, and Related Programs","Ranking Member",1,559
"Leahy, Patrick","Patrick J. Leahy","Senator","VT","D","SSJU","Senate Committee on the Judiciary","Ranking Member",1,559
"Leahy, Patrick","Patrick J. Leahy","Senator","VT","D","SSJU04","Immigration and the National Interest","Member",2,559
"Leahy, Patrick","Patrick J. Leahy","Senator","VT","D","SSRA","Senate Committee on Rules and Administration","Member",6,559
"Kind, Ron","Ron Kind","Representative","WI","D","HSWM","House Committee on Ways and Means","Member",11,502
"Kind, Ron","Ron Kind","Representative","WI","D","HSWM02","Health","Member",3,502
"Kind, Ron","Ron Kind","Representative","WI","D","HSWM04","Trade","Member",4,502
"Thune, John","John Thune","Senator","SD","R","SSAF","Senate Committee on Agriculture, Nutrition, and Forestry","Member",11,2036
"Thune, John","John Thune","Senator","SD","R","SSAF13","Commodities, Risk Management and Trade","Member",6,2036
"Thune, John","John Thune","Senator","SD","R","SSAF15","Rural Development and Energy","Member",6,2036
"Thune, John","John Thune","Senator","SD","R","SSAF17","Livestock, Marketing and Agriculture Security","Member",5,2036
"Thune, John","John Thune","Senator","SD","R","SSCM","Senate Committee on Commerce, Science, and Transportation","Chairman",1,2036
"Thune, John","John Thune","Senator","SD","R","SSCM01","Aviation Operations, Safety, and Security","Ex Officio",12,2036
"Thune, John","John Thune","Senator","SD","R","SSCM20","Consumer Protection, Product Safety, Insurance, and Data Security","Ex Officio",8,2036
"Thune, John","John Thune","Senator","SD","R","SSCM22","Oceans, Atmosphere, Fisheries, and Coast Guard","Ex Officio",7,2036
"Thune, John","John Thune","Senator","SD","R","SSCM24","Space, Science, and Competitiveness","Ex Officio",7,2036
"Thune, John","John Thune","Senator","SD","R","SSCM25","Surface Transportation and Merchant Marine Infrastructure, Safety and Security","Ex Officio",10,2036
"Thune, John","John Thune","Senator","SD","R","SSCM26","Communications, Technology, Innovation, and the Internet","Ex Officio",13,2036
"Thune, John","John Thune","Senator","SD","R","SSFI","Senate Committee on Finance","Member",7,2036
"Thune, John","John Thune","Senator","SD","R","SSFI11","Taxation and IRS Oversight","Member",5,2036
"Thune, John","John Thune","Senator","SD","R","SSFI12","Energy, Natural Resources, and Infrastructure","Member",6,2036
"Thune, John","John Thune","Senator","SD","R","SSFI13","International Trade, Customs, and Global Competitiveness","Member",4,2036
"Matsui, Doris O","Doris O. Matsui","Representative","CA","D","HSIF","House Committee on Energy and Commerce","Member",11,494
"Matsui, Doris O","Doris O. Matsui","Representative","CA","D","HSIF14","Health","Member",8,494
"Matsui, Doris O","Doris O. Matsui","Representative","CA","D","HSIF16","Communications and Technology","Member",10,494
"Rush, Bobby L","Bobby L. Rush","Representative","IL","D","HSIF","House Committee on Energy and Commerce","Member",2,304
"Rush, Bobby L","Bobby L. Rush","Representative","IL","D","HSIF03","Energy and Power","Ranking Member",1,304
"Rush, Bobby L","Bobby L. Rush","Representative","IL","D","HSIF16","Communications and Technology","Member",7,304
"Rush, Bobby L","Bobby L. Rush","Representative","IL","D","HSIF17","Commerce, Manufacturing, and Trade","Member",5,304
"Welch, Peter","Peter Welch","Representative","VT","D","HSGO","House Committee on Oversight and Government Reform","Member",17,4083
"Welch, Peter","Peter Welch","Representative","VT","D","HSIF","House Committee on Energy and Commerce","Member",15,4083
"Welch, Peter","Peter Welch","Representative","VT","D","HSIF02","Oversight and Investigations","Member",9,4083
"Welch, Peter","Peter Welch","Representative","VT","D","HSIF03","Energy and Power","Member",10,4083
"Welch, Peter","Peter Welch","Representative","VT","D","HSIF16","Communications and Technology","Member",3,4083
"Welch, Peter","Peter Welch","Representative","VT","D","HSIF17","Commerce, Manufacturing, and Trade","Member",7,4083
"Marino, Tom","Tom Marino","Representative","PA","R","HSFA","House Committee on Foreign Affairs","Member",11,2036
"Marino, Tom","Tom Marino","Representative","PA","R","HSFA05","Asia and the Pacific","Member",4,2036
"Marino, Tom","Tom Marino","Representative","PA","R","HSFA14","Europe, Eurasia, and Emerging Threats","Member",3,2036
"Marino, Tom","Tom Marino","Representative","PA","R","HSHM","House Committee on Homeland Security","Member",7,2036
"Marino, Tom","Tom Marino","Representative","PA","R","HSHM08","Cybersecurity, Infrastructure Protection, and Security Technologies","Member",3,2036
"Marino, Tom","Tom Marino","Representative","PA","R","HSHM12","Emergency Preparedness, Response, and Communications","Member",2,2036
"Marino, Tom","Tom Marino","Representative","PA","R","HSJU","House Committee on the Judiciary","Member",13,2036
"Marino, Tom","Tom Marino","Representative","PA","R","HSJU03","Courts, Intellectual Property, and the Internet","Member",11,2036
"Marino, Tom","Tom Marino","Representative","PA","R","HSJU05","Regulatory Reform, Commercial, and Antitrust Law","Chair",1,2036
"Reid, Harry","Harry Reid","Senator","NV","D","SLIN","Senate Select Committee on Intelligence","Ex Officio",8,2036
"Murkowski, Lisa","Lisa Murkowski","Senator","AK","R","SLIA","Senate Committee on Indian Affairs","Member",3,32752
"Murkowski, Lisa","Lisa Murkowski","Senator","AK","R","SSAP","Senate Committee on Appropriations","Member",6,32752
"Murkowski, Lisa","Lisa Murkowski","Senator","AK","R","SSAP02","Department of Defense","Member",6,32752
"Murkowski, Lisa","Lisa Murkowski","Senator","AK","R","SSAP14","Department of Homeland Security","Member",4,32752
"Murkowski, Lisa","Lisa Murkowski","Senator","AK","R","SSAP16","Commerce, Justice, Science, and Related Agencies","Member",3,32752
"Murkowski, Lisa","Lisa Murkowski","Senator","AK","R","SSAP17","Department of the Interior, Environment, and Related Agencies","Chairman",1,32752
"Murkowski, Lisa","Lisa Murkowski","Senator","AK","R","SSAP19","Military Construction and Veterans Affairs, and Related Agencies","Member",3,32752
"Murkowski, Lisa","Lisa Murkowski","Senator","AK","R","SSAP22","Energy and Water Development","Member",6,32752
